,iyear,imonth,iday,country_txt,city,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nwound,propextent_txt,ransomamt
19680,2015,3,30,123,144,2,13,5547,5214,144,4,2,17,5297,3.0,0.0,1,15860.45
19681,2015,3,30,123,144,2,13,5547,5214,144,4,2,17,5297,3.0,0.0,1,15860.45
19682,2015,3,30,123,144,2,14,7297,7124,144,4,2,17,5297,4.0,0.0,1,15860.45
19683,2015,3,30,123,3087,2,13,7297,7274,144,4,2,17,5294,58.0,0.0,1,15860.45
19684,2015,3,30,123,144,0,1,91,672,144,4,4,25,1604,0.0,0.0,1,15860.45
19685,2015,3,30,68,4831,0,10,3913,6750,53,4,4,25,1604,1.0,1.0,1,15860.45
19686,2015,3,30,18,4222,6,13,5547,2402,19,4,9,25,1604,1.0,0.0,1,15860.45
19687,2015,3,30,115,5858,1,6,3424,8548,133,0,4,25,1604,1.0,0.0,1,15860.45
19688,2015,3,30,106,3120,1,21,3619,9479,143,1,4,25,1604,1.0,0.0,1,15860.45
19689,2015,3,30,10,3428,1,7,7297,1172,10,4,6,9,4400,1.0,0.0,1,15860.45
19690,2015,3,30,82,5961,0,12,5734,1821,96,3,4,7,260,2.0,0.0,1,15860.45
19691,2015,3,30,82,6778,0,12,2200,5048,96,3,4,25,1604,1.0,1.0,1,15860.45
19692,2015,3,30,97,8247,2,9,183,3056,53,3,2,10,1403,2.0,0.0,2,15860.45
19693,2015,3,30,123,3088,0,10,3916,11581,53,3,4,25,1604,1.0,0.0,1,15860.45
19694,2015,3,30,103,9201,1,11,5662,8776,120,4,4,25,1604,1.0,0.0,1,15860.45
19695,2015,3,30,116,6325,2,18,7297,8709,134,3,2,24,1604,0.0,0.0,2,15860.45
19696,2015,3,30,116,11229,0,9,786,9799,134,4,2,17,1914,0.0,0.0,1,15860.45
19697,2015,3,30,86,7276,0,9,5852,9799,100,4,4,25,1604,0.0,0.0,1,15860.45
19698,2015,3,30,86,12345,0,9,5852,9799,100,4,4,25,1604,0.0,0.0,1,15860.45
19699,2015,3,30,81,11699,0,13,6887,10582,92,4,4,1,3267,4.0,0.0,1,15860.45
19700,2015,3,30,81,5570,0,13,4186,10582,92,4,4,1,3267,3.0,0.0,1,15860.45
19701,2015,3,30,81,3686,0,9,5479,1813,92,4,4,1,2221,3.0,0.0,1,15860.45
19702,2015,3,30,81,2373,0,13,1348,10582,92,4,4,25,1604,1.0,0.0,1,15860.45
19703,2015,3,30,46,7668,2,7,4531,7336,52,4,2,24,2597,0.0,0.0,1,15860.45
19704,2015,3,30,80,2210,8,13,1297,10582,91,4,9,25,1604,47.0,0.0,1,15860.45
19705,2015,3,30,81,3924,3,6,3855,1325,92,3,5,0,1604,0.0,0.0,1,15860.45
19706,2015,3,30,48,3959,2,9,3944,1097,55,1,2,27,2915,8.0,9.0,1,15860.45
19707,2015,3,30,48,3959,0,18,7297,1245,55,1,4,1,4167,9.0,0.0,1,15860.45
19708,2015,3,30,61,917,6,13,5547,2178,68,1,4,25,1604,0.0,0.0,1,150000.0
19709,2015,3,30,63,11357,2,16,6,6930,71,4,2,17,4489,1.0,0.0,1,15860.45
19710,2015,3,30,117,2954,2,13,5547,5214,94,3,2,6,1604,0.0,0.0,1,15860.45
19711,2015,3,30,86,7592,0,9,5852,9526,100,3,4,25,1604,1.0,0.0,1,15860.45
19712,2015,3,30,6,2246,3,14,6730,1963,6,3,5,0,1604,0.0,0.0,1,15860.45
19713,2015,3,30,6,11499,3,14,6739,1963,6,3,5,0,1604,0.0,0.0,1,15860.45
19714,2015,3,31,106,390,2,13,5547,2402,123,3,2,27,1604,14.0,0.0,1,15860.45
19715,2015,3,31,48,1253,2,2,7297,4220,55,3,2,24,1604,3.0,6.0,1,15860.45
19716,2015,3,31,48,1253,2,2,7297,10010,55,3,2,24,1604,1.0,7.0,1,15860.45
19717,2015,3,31,0,5888,2,3,4327,10922,0,3,2,18,1604,0.0,1.0,1,15860.45
19718,2015,3,31,123,12514,8,13,5547,8562,144,4,9,25,1604,4.0,54.0,1,15860.45
19719,2015,3,31,123,12514,8,13,5547,8562,144,4,9,25,1604,4.0,54.0,1,15860.45
19720,2015,3,31,123,9946,6,21,3782,1813,144,4,4,25,1604,1.0,0.0,1,15860.45
19721,2015,3,31,123,9946,6,21,3782,1813,144,4,4,25,1604,1.0,0.0,1,15860.45
19722,2015,3,31,123,9946,6,21,3782,1813,144,4,4,25,1604,1.0,0.0,1,15860.45
19723,2015,3,31,123,9946,6,21,3782,1813,144,4,4,25,1604,1.0,0.0,1,15860.45
19724,2015,3,31,123,9946,6,21,3782,1813,144,4,4,25,1604,1.0,0.0,1,15860.45
19725,2015,3,31,123,9946,6,21,3782,1813,144,4,4,25,1604,1.0,0.0,1,15860.45
19726,2015,3,31,123,9946,0,21,3782,1813,144,4,4,25,1604,0.0,0.0,1,15860.45
19727,2015,3,31,113,5288,1,6,3418,8550,130,4,4,25,1604,3.0,0.0,1,-99.0
19728,2015,3,31,106,7491,6,13,4823,11399,123,1,4,25,1604,37.0,0.0,1,15860.45
19729,2015,3,31,82,11535,2,19,7297,10933,96,3,2,24,2066,0.0,0.0,1,15860.45
19730,2015,3,31,82,10075,2,19,7297,10933,96,3,2,6,758,0.0,0.0,1,15860.45
19731,2015,3,31,45,3872,0,9,1619,5905,51,4,4,1,5085,1.0,1.0,1,15860.45
19732,2015,3,31,45,5853,2,9,840,7983,51,4,2,24,1604,3.0,1.0,1,15860.45
19733,2015,3,31,116,6325,2,18,7297,10650,134,3,2,24,1604,0.0,0.0,2,15860.45
19734,2015,3,31,116,1063,2,9,7185,9799,134,4,2,17,5118,0.0,0.0,1,15860.45
19735,2015,3,31,86,7782,0,12,5870,7983,100,4,4,1,2245,0.0,1.0,1,15860.45
19736,2015,3,31,86,8991,0,12,5870,7448,100,4,4,1,5655,1.0,2.0,1,15860.45
19737,2015,3,31,45,6367,2,9,1288,3056,51,4,2,18,1604,0.0,3.0,1,15860.45
19738,2015,3,31,48,11736,2,13,5547,1372,54,1,2,22,1604,7.0,11.0,1,15860.45
19739,2015,3,31,81,12326,0,13,7104,11399,92,4,4,25,1604,6.0,0.0,1,15860.45
19740,2015,3,31,81,184,0,13,193,11399,92,4,4,25,1604,6.0,0.0,1,15860.45
19741,2015,3,31,45,5218,2,6,4938,1653,51,3,2,24,1604,0.0,0.0,1,15860.45
19742,2015,3,31,116,3566,2,18,7188,8705,134,3,2,13,2767,0.0,0.0,1,15860.45
19743,2015,3,31,63,12306,6,13,6865,8374,123,3,4,25,1604,1.0,0.0,1,15860.45
19744,2015,3,31,0,10059,6,13,5547,2501,0,2,4,25,1604,3.0,0.0,1,15860.45
19745,2015,3,31,86,9766,6,6,3208,4964,100,4,4,25,1604,1.0,0.0,1,1330050.0
19746,2015,3,31,86,11684,3,18,5876,1374,100,4,5,0,1604,0.0,0.0,1,15860.45
19747,2015,3,31,0,1088,1,13,5547,10723,0,2,4,25,1604,2.0,0.0,1,15860.45
19748,2015,3,31,117,7374,0,13,5547,2143,94,4,5,0,4235,0.0,1.0,1,15860.45
19749,2015,4,1,48,8657,2,12,3978,7983,55,1,2,24,1604,1.0,4.0,1,15860.45
19750,2015,4,1,48,1253,2,13,5547,2402,55,3,2,24,1604,2.0,7.0,1,15860.45
19751,2015,4,1,0,1376,0,12,154,1813,0,2,4,25,1604,7.0,0.0,1,15860.45
19752,2015,3,31,0,3054,0,12,154,10798,0,2,4,25,1604,2.0,1.0,1,15860.45
19753,2015,4,1,0,3342,6,13,5547,2402,0,2,4,25,1604,0.0,0.0,1,15860.45
19754,2015,4,1,82,6481,2,9,5695,1821,96,3,2,24,1604,2.0,0.0,1,15860.45
19755,2015,3,31,82,11888,1,16,657,11025,96,3,4,1,1604,1.0,2.0,1,15860.45
19756,2015,4,1,113,5288,0,12,7149,5123,130,4,2,6,5795,1.0,2.0,1,15860.45
19757,2015,4,1,106,3120,6,11,7482,8775,143,1,2,17,5249,1.0,0.0,1,15860.45
19758,2015,4,1,106,8866,6,12,6864,7251,123,4,4,25,1604,0.0,0.0,1,-99.0
19759,2015,4,1,63,8357,0,16,4709,1813,71,4,2,17,4249,6.0,2.0,1,15860.45
19760,2015,4,1,0,5240,2,13,5547,2402,0,3,2,22,1604,1.0,1.0,1,15860.45
19761,2015,4,1,63,13175,2,1,7297,672,71,4,2,17,2175,0.0,0.0,1,15860.45
19762,2015,4,1,45,2743,6,2,4144,5807,51,4,4,25,1604,0.0,0.0,1,15860.45
19763,2015,4,1,82,6237,2,13,5547,2453,96,3,2,13,2021,0.0,3.0,1,15860.45
19764,2015,4,1,123,144,8,6,5368,5123,144,4,9,25,1604,0.0,0.0,2,15860.45
19765,2015,4,1,123,144,8,6,5368,5123,144,4,9,25,1604,0.0,0.0,2,15860.45
19766,2015,4,1,86,7592,2,9,5852,3056,100,4,2,10,1650,3.0,6.0,1,15860.45
19767,2015,4,1,80,2210,8,13,1298,11399,91,4,9,25,1604,47.0,0.0,1,15860.45
19768,2015,4,1,48,12148,8,19,7297,10933,55,1,9,25,1604,0.0,0.0,1,15860.45
19769,2015,4,1,31,1563,0,9,1978,10650,34,3,4,19,5172,0.0,3.0,1,15860.45
19770,2015,4,1,31,12514,0,6,1983,7405,34,4,4,25,1604,1.0,0.0,1,15860.45
19771,2015,4,1,81,7357,0,13,5547,2402,92,4,4,25,1604,10.0,0.0,1,15860.45
19772,2015,4,1,81,7357,0,13,5547,2402,92,4,4,25,1604,10.0,0.0,1,15860.45
19773,2015,4,1,81,7357,0,13,5547,2402,92,4,4,25,1604,10.0,0.0,1,15860.45
19774,2015,4,1,81,155,0,13,631,6930,92,3,4,1,3442,0.0,0.0,1,15860.45
19775,2015,4,1,68,798,2,5,7257,1097,53,4,2,17,5060,1.0,2.0,1,15860.45
19776,2015,4,1,0,5024,1,12,122,2810,0,3,2,10,1661,1.0,0.0,1,15860.45
19777,2015,4,1,63,12306,0,12,5369,7983,71,3,4,25,1604,1.0,3.0,1,15860.45
19778,2015,4,1,81,7717,8,9,5224,1746,53,4,9,25,1604,9.0,16.0,1,15860.45
19779,2015,4,1,63,10389,2,3,7297,9336,71,4,2,17,2310,0.0,0.0,1,15860.45
19780,2015,4,1,113,5288,0,13,4223,7336,130,3,4,25,1604,0.0,0.0,1,15860.45
19781,2015,4,1,81,5144,6,2,2084,4024,92,3,4,25,1604,1.0,0.0,1,15860.45
19782,2015,4,1,45,2677,6,13,5547,10322,51,4,9,25,1604,1.0,0.0,1,15860.45
19783,2015,4,1,100,12514,6,5,7263,9912,53,3,9,25,1604,1.0,0.0,1,15860.45
19784,2015,4,1,45,5847,0,2,7297,1140,51,3,4,25,1604,0.0,1.0,1,15860.45
19785,2015,4,1,81,4405,0,14,7297,1083,92,4,5,0,4400,1.0,2.0,1,15860.45
19786,2015,4,1,6,3156,3,14,6739,1963,6,3,5,0,1604,0.0,0.0,1,15860.45
19787,2015,4,2,110,9621,2,2,4034,1558,127,4,2,13,795,0.0,0.0,1,15860.45
19788,2015,4,2,110,9621,2,2,5899,6434,127,4,2,13,795,0.0,0.0,1,15860.45
19789,2015,4,2,110,1491,2,20,7297,8306,127,4,2,18,1276,0.0,0.0,1,15860.45
19790,2015,4,2,110,9621,2,2,6999,9639,127,4,2,13,795,0.0,0.0,1,15860.45
19791,2015,4,2,123,8548,0,12,1467,8449,144,4,4,25,1604,7.0,0.0,1,15860.45
19792,2015,4,2,31,11118,0,9,1978,1813,34,4,2,17,4958,7.0,4.0,1,15860.45
19793,2015,4,2,31,11118,0,9,1978,1813,34,4,2,17,4958,7.0,4.0,1,15860.45
19794,2015,4,2,31,11118,6,9,1978,1813,34,4,2,17,4958,7.0,4.0,1,15860.45
19795,2015,4,2,31,11118,0,9,1978,1813,34,4,2,17,4958,6.0,4.0,1,15860.45
19796,2015,4,2,31,11118,0,9,1978,1813,34,4,2,17,4958,6.0,3.0,1,15860.45
19797,2015,4,2,31,896,2,13,5547,5214,34,3,2,17,1100,0.0,3.0,1,15860.45
19798,2015,4,2,31,12514,2,20,7297,8315,34,3,2,24,5726,0.0,0.0,1,15860.45
19799,2015,4,2,0,6416,2,6,5289,6776,0,4,2,22,1604,21.0,64.0,1,15860.45
19800,2015,4,2,0,8340,8,12,160,1813,0,2,9,25,1604,0.0,0.0,1,15860.45
19801,2015,4,2,0,8340,1,12,160,3079,0,2,2,10,1661,1.0,2.0,1,15860.45
19802,2015,4,2,86,9404,2,6,5865,7336,100,4,2,17,192,0.0,3.0,1,15860.45
19803,2015,4,2,45,6410,0,9,3860,313,51,4,4,25,1604,3.0,4.0,1,15860.45
19804,2015,4,2,48,1253,2,13,5547,2402,55,1,2,27,1604,6.0,18.0,1,15860.45
19805,2015,4,2,48,7607,2,13,5547,2402,55,3,2,24,1604,2.0,6.0,1,15860.45
19806,2015,4,2,48,81,2,19,7297,10933,55,3,2,24,1604,0.0,0.0,1,15860.45
19807,2015,4,2,48,5123,2,13,5547,2402,55,3,2,24,1604,3.0,7.0,1,15860.45
19808,2015,4,2,48,1253,2,13,5547,2402,55,3,2,24,1604,1.0,8.0,1,15860.45
19809,2015,4,2,0,8763,2,19,7297,10933,55,3,2,10,1604,2.0,0.0,1,15860.45
19810,2015,4,2,0,7991,2,19,7297,10933,55,3,2,10,1604,0.0,0.0,1,15860.45
19811,2015,4,2,0,8903,2,19,7297,10933,55,3,2,10,1604,0.0,0.0,1,15860.45
19812,2015,4,2,0,10699,2,19,7297,10933,55,3,2,10,1604,0.0,0.0,1,15860.45
19813,2015,4,2,56,4206,5,3,2255,2664,63,0,2,6,4080,152.0,104.0,1,15860.45
19814,2015,4,2,116,6507,2,2,6423,1231,105,3,2,13,869,0.0,0.0,1,15860.45
19815,2015,4,2,116,6507,2,2,6423,1231,105,3,2,13,869,0.0,0.0,1,15860.45
19816,2015,4,2,0,2637,2,13,5547,1922,0,3,2,10,1604,1.0,3.0,1,15860.45
19817,2015,4,2,0,5024,2,13,7297,4966,0,2,2,24,1604,0.0,3.0,1,15860.45
19818,2015,4,1,82,9746,2,19,7297,10933,96,3,2,24,644,0.0,0.0,1,15860.45
19819,2015,4,2,74,8273,0,9,5188,9799,84,4,4,25,1604,0.0,0.0,1,15860.45
19820,2015,4,2,45,4856,0,9,6126,5902,51,3,4,25,1604,2.0,1.0,1,15860.45
19821,2015,4,2,45,4168,2,12,1470,7616,51,4,2,24,5095,0.0,0.0,1,15860.45
19822,2015,4,2,82,6885,0,12,5734,7658,96,3,4,25,1604,0.0,1.0,1,15860.45
19823,2015,4,2,82,10889,2,14,3839,1740,96,3,2,18,1275,0.0,0.0,1,15860.45
19824,2015,4,2,86,2987,2,2,1674,6742,100,4,2,18,233,0.0,0.0,1,15860.45
19825,2015,4,2,48,10594,8,16,3985,1813,55,1,9,25,1604,4.0,12.0,1,15860.45
19826,2015,4,2,48,3959,2,13,2099,1975,55,3,2,17,1604,2.0,4.0,1,15860.45
19827,2015,4,2,81,4499,2,18,1145,1356,92,4,2,13,2962,10.0,8.0,1,15860.45
19828,2015,4,2,61,12306,2,13,7297,6632,68,3,2,13,180,0.0,2.0,1,15860.45
19829,2015,4,2,63,1898,0,13,5547,2325,71,4,4,25,1604,1.0,0.0,1,15860.45
19830,2015,4,2,63,1898,2,13,5547,2566,34,4,2,17,1085,2.0,0.0,1,15860.45
19831,2015,4,2,122,9979,0,9,4022,9799,57,4,6,9,1604,0.0,1.0,1,15860.45
19832,2015,4,2,86,11708,2,9,5852,246,100,4,2,24,4360,1.0,1.0,1,15860.45
19833,2015,4,2,45,6223,2,12,1526,5896,51,4,2,10,1650,0.0,2.0,1,15860.45
19834,2015,4,2,106,5156,6,14,7297,1953,123,4,9,25,1604,1.0,0.0,1,15860.45
19835,2015,4,2,86,11770,2,13,7297,5234,100,3,2,6,5793,1.0,1.0,1,15860.45
19836,2015,4,2,0,13160,3,15,769,6651,0,3,5,0,1604,0.0,0.0,2,15860.45
19837,2015,4,2,0,13160,3,15,2064,6651,0,3,5,0,1604,0.0,0.0,2,15860.45
19838,2015,4,2,0,13160,3,15,114,6651,0,3,5,0,1604,0.0,0.0,2,15860.45
19839,2015,4,2,45,11623,0,12,3880,7616,51,3,4,25,1604,0.0,1.0,1,15860.45
19840,2015,5,2,48,6029,2,9,3945,5894,55,3,2,27,2881,13.0,8.0,1,15860.45
19841,2015,4,3,48,1253,2,6,6822,3988,55,3,2,27,1604,1.0,0.0,1,15860.45
19842,2015,4,3,48,1253,2,13,5547,2402,55,3,2,24,1604,2.0,7.0,1,15860.45
19843,2015,4,3,48,1253,2,13,5547,2402,55,3,2,24,1604,2.0,9.0,1,15860.45
19844,2015,4,3,48,13021,2,12,3978,7983,55,3,2,24,1604,1.0,4.0,1,15860.45
19845,2015,4,3,0,12514,2,12,160,1821,0,2,2,27,1604,2.0,6.0,2,15860.45
19846,2015,4,3,0,12830,2,19,7297,10933,55,3,2,27,3007,1.0,0.0,1,15860.45
19847,2015,4,3,0,1615,2,13,5547,1551,0,2,2,10,1661,7.0,0.0,1,15860.45
19848,2015,4,3,123,8548,8,9,7507,1097,144,4,9,25,1604,5.0,0.0,2,15860.45
19849,2015,4,2,123,8548,8,6,3093,577,144,4,9,25,1604,0.0,0.0,1,15860.45
19850,2015,4,2,123,8548,8,6,1450,1235,144,4,9,25,1604,0.0,0.0,1,15860.45
19851,2015,4,2,123,8548,8,12,7520,5123,144,4,9,25,1604,0.0,0.0,1,15860.45
19852,2015,4,2,123,8548,3,7,7297,1281,144,4,5,0,1604,0.0,0.0,1,15860.45
19853,2015,4,3,45,5067,2,14,1180,8726,51,3,2,13,5693,0.0,0.0,1,15860.45
19854,2015,4,3,45,12261,0,12,3880,7616,51,4,4,25,1604,0.0,0.0,1,15860.45
19855,2015,4,3,82,12401,2,9,2201,3056,96,4,2,18,1604,0.0,0.0,1,15860.45
19856,2015,4,3,123,12514,6,14,7297,5587,144,4,9,25,1604,1.0,0.0,1,15860.45
19857,2015,4,3,82,3392,1,12,5734,3553,96,3,4,25,1604,2.0,0.0,1,15860.45
19858,2015,4,3,123,144,0,10,7521,787,144,4,4,25,1604,4.0,0.0,1,15860.45
19859,2015,4,3,86,7583,0,9,1579,4617,100,4,4,1,3436,1.0,0.0,1,15860.45
19860,2015,4,3,31,3946,0,12,1994,7616,34,3,4,25,1604,1.0,0.0,1,15860.45
19861,2015,4,3,21,7627,0,13,5547,2402,22,4,4,25,1604,7.0,0.0,1,15860.45
19862,2015,4,3,0,5361,2,19,7297,10933,55,3,2,27,2074,0.0,0.0,1,15860.45
19863,2015,4,3,81,6158,0,13,4387,11399,92,4,4,25,1604,2.0,0.0,1,15860.45
19864,2015,4,3,81,9229,1,13,631,1900,92,3,4,25,1604,5.0,1.0,1,15860.45
19865,2015,4,3,81,9227,0,13,5547,2402,92,3,4,25,1604,4.0,1.0,1,15860.45
19866,2015,4,3,81,12514,3,13,631,5248,92,3,5,0,1604,0.0,0.0,1,15860.45
19867,2015,4,3,81,12442,2,20,5499,7814,92,4,2,24,1604,0.0,0.0,2,15860.45
19868,2015,4,3,63,1898,8,13,5547,2402,71,3,9,25,1604,0.0,2.0,1,15860.45
19869,2015,4,3,63,1898,8,13,5547,2402,71,3,9,25,1604,0.0,1.0,1,15860.45
19870,2015,4,3,63,12514,2,16,5125,72,71,4,2,10,468,6.0,2.0,1,15860.45
19871,2015,4,3,63,1135,8,13,916,10582,71,4,9,25,1604,4.0,11.0,1,15860.45
19872,2015,4,3,59,2076,3,10,4649,7336,66,3,5,12,5387,0.0,0.0,1,15860.45
19873,2015,4,3,106,5156,8,10,6861,11710,123,3,9,25,1604,2.0,0.0,1,15860.45
19874,2015,4,3,86,7712,1,6,3021,5502,100,3,4,1,799,2.0,2.0,1,15860.45
19875,2015,4,3,110,12514,0,9,6222,10957,127,3,4,1,3347,0.0,2.0,1,15860.45
19876,2015,4,3,86,9018,2,9,5852,409,100,3,2,24,1604,0.0,3.0,1,15860.45
19877,2015,4,3,86,5669,2,9,788,9799,100,4,2,16,1223,0.0,0.0,1,15860.45
19878,2015,4,3,0,13071,2,12,160,7405,0,2,2,10,4292,15.0,0.0,1,15860.45
19879,2015,4,3,6,8227,3,14,6728,808,6,3,5,0,1604,0.0,0.0,1,15860.45
19880,2015,4,4,110,2708,2,6,2638,580,127,3,2,18,188,0.0,0.0,1,15860.45
19881,2015,4,4,110,2917,2,9,6991,10957,127,3,2,13,869,0.0,0.0,1,15860.45
19882,2015,4,4,48,5878,2,12,3978,7616,55,1,2,27,1604,0.0,2.0,1,15860.45
19883,2015,4,4,48,1253,2,13,5547,2402,55,3,2,24,1604,2.0,6.0,1,15860.45
19884,2015,4,4,48,1253,2,12,3978,7983,55,3,2,24,1604,1.0,3.0,1,15860.45
19885,2015,4,4,48,7815,0,13,5547,4083,55,3,4,25,1604,0.0,6.0,1,15860.45
19886,2015,4,4,48,59,2,13,5547,2402,55,1,2,17,4535,0.0,3.0,1,15860.45
19887,2015,4,4,0,8026,0,12,122,1813,0,2,4,25,1604,8.0,11.0,1,15860.45
19888,2015,4,4,0,6313,0,12,122,1813,0,2,4,25,1604,7.0,10.0,1,15860.45
19889,2015,4,4,0,6929,1,12,160,11156,0,2,2,27,1368,0.0,10.0,1,15860.45
19890,2015,4,4,0,4357,1,6,2768,4404,0,2,4,7,1772,0.0,1.0,1,15860.45
19891,2015,4,4,31,4439,2,3,217,9336,34,3,2,13,5813,0.0,0.0,1,15860.45
19892,2015,4,4,0,12514,2,19,7297,10933,55,3,2,27,2897,0.0,0.0,1,15860.45
19893,2015,4,4,82,1700,2,12,1272,7616,96,4,2,24,1604,2.0,0.0,1,15860.45
19894,2015,4,4,82,10075,2,19,7297,10933,96,3,2,10,1551,0.0,0.0,1,15860.45
19895,2015,4,4,82,6639,0,12,5734,10957,96,3,4,25,1604,0.0,4.0,1,15860.45
19896,2015,4,4,82,6644,6,13,5547,10749,96,3,4,25,1604,1.0,0.0,1,15860.45
19897,2015,4,4,116,1063,2,9,786,472,134,3,2,10,1604,3.0,0.0,1,15860.45
19898,2015,4,4,24,12632,2,12,5357,3056,25,4,2,24,1604,3.0,1.0,1,15860.45
19899,2015,4,4,16,11822,6,12,5356,7405,17,4,4,25,1604,1.0,2.0,1,15860.45
19900,2015,4,4,123,12514,6,14,5661,5587,144,4,9,25,1604,1.0,0.0,1,15860.45
19901,2015,4,4,82,12558,0,9,5695,3056,96,4,4,25,1604,10.0,3.0,2,15860.45
19902,2015,4,4,82,1663,0,12,4699,7601,96,3,4,19,1802,1.0,0.0,1,15860.45
19903,2015,4,4,37,12311,3,11,7297,8111,41,4,5,0,1604,0.0,0.0,1,15860.45
19904,2015,4,4,45,6697,2,9,3859,9799,51,4,2,13,5614,0.0,0.0,1,15860.45
19905,2015,4,4,0,12514,0,12,160,1821,0,2,4,25,1604,7.0,14.0,1,15860.45
19906,2015,4,4,45,1219,1,21,6560,3520,51,3,6,9,1604,1.0,0.0,1,15860.45
19907,2015,4,4,113,12292,0,13,2144,1346,130,3,4,19,1543,0.0,1.0,1,15860.45
19908,2015,4,3,63,12306,2,2,7297,1665,12,3,2,17,1727,1.0,1.0,1,15860.45
19909,2015,4,4,63,1898,2,13,5547,11707,34,4,2,17,5060,2.0,0.0,1,15860.45
19910,2015,4,4,63,1898,2,13,5547,2402,71,4,2,17,5060,0.0,8.0,1,15860.45
19911,2015,4,4,122,12514,2,19,7297,10933,55,3,2,27,1604,0.0,0.0,1,15860.45
19912,2015,4,4,45,10913,8,13,5547,10957,51,4,9,25,1604,0.0,4.0,1,15860.45
19913,2015,4,4,123,10662,6,21,4010,6930,144,4,9,25,1604,1.0,0.0,1,15860.45
19914,2015,4,4,0,6092,0,12,122,1813,0,2,4,25,1604,1.0,0.0,1,15860.45
19915,2015,4,4,0,8026,8,14,7297,5617,0,2,9,25,1604,1.0,0.0,1,15860.45
19916,2015,4,5,110,1491,2,20,2031,8305,127,3,2,13,2601,0.0,0.0,1,15860.45
19917,2015,4,6,48,12147,2,6,3262,3615,55,3,2,24,1604,0.0,4.0,1,15860.45
19918,2015,4,5,48,1253,2,13,5547,2402,55,3,2,11,3013,2.0,5.0,1,15860.45
19919,2015,4,5,48,1253,2,13,5547,2402,55,3,2,11,3013,1.0,6.0,1,15860.45
19920,2015,4,5,48,10426,2,13,7297,6632,55,3,2,11,3013,3.0,8.0,1,15860.45
19921,2015,4,5,48,709,2,13,674,10582,55,1,2,17,5048,3.0,11.0,1,15860.45
19922,2015,4,5,0,10404,2,13,5547,7316,0,3,2,10,935,0.0,2.0,1,15860.45
19923,2015,4,5,0,4902,2,12,122,7713,0,2,2,24,1604,3.0,2.0,1,15860.45
19924,2015,4,5,0,6929,1,6,140,11284,0,2,2,10,1910,0.0,2.0,1,15860.45
19925,2015,4,5,0,5888,2,19,7297,10933,55,3,2,27,3007,0.0,0.0,1,15860.45
19926,2015,4,4,0,9883,2,9,150,9799,0,3,2,27,3005,4.0,5.0,1,15860.45
19927,2015,4,5,0,8763,2,9,150,10957,0,3,2,10,1661,2.0,6.0,2,15860.45
19928,2015,4,5,0,5472,0,12,122,7616,0,2,4,25,1604,4.0,5.0,1,15860.45
19929,2015,4,5,31,2489,2,12,1994,1813,34,4,2,24,1604,1.0,3.0,1,15860.45
19930,2015,4,5,31,597,0,14,1572,1963,34,4,4,25,1604,0.0,4.0,1,15860.45
19931,2015,4,5,0,3969,2,2,7297,1058,0,3,2,24,1604,1.0,1.0,1,15860.45
19932,2015,4,5,68,4181,2,13,5547,2402,78,4,2,17,3389,1.0,3.0,1,15860.45
19933,2015,4,5,63,8357,2,16,7297,9280,71,4,2,27,1604,7.0,21.0,1,15860.45
19934,2015,4,5,24,7045,2,20,1962,1529,25,4,2,24,1604,0.0,0.0,2,15860.45
19935,2015,4,5,106,11788,2,14,1575,1963,123,1,2,24,1604,0.0,0.0,1,15860.45
19936,2015,4,5,82,12558,0,9,5695,3056,96,3,4,25,1604,4.0,4.0,2,15860.45
19937,2015,4,5,106,3120,8,11,7482,8788,143,1,9,25,1604,13.0,0.0,1,15860.45
19938,2015,4,5,116,11102,2,9,786,10957,134,4,2,17,312,4.0,0.0,2,15860.45
19939,2015,4,5,116,11229,2,9,786,10957,134,3,2,10,1604,2.0,1.0,2,15860.45
19940,2015,4,5,82,9685,2,13,7297,10954,96,3,2,24,1604,0.0,0.0,1,15860.45
19941,2015,4,5,117,11517,3,13,5547,1551,94,3,5,12,4796,0.0,0.0,1,15860.45
19942,2015,4,5,117,11517,0,11,5542,4256,94,3,5,12,4796,0.0,0.0,1,15860.45
19943,2015,4,5,40,2965,1,6,5289,6800,45,3,4,25,3785,0.0,0.0,1,15860.45
19944,2015,4,5,123,144,2,7,7297,10513,144,4,2,17,4535,0.0,0.0,1,15860.45
19945,2015,4,5,123,10041,2,9,7507,1097,144,4,2,27,1604,0.0,0.0,1,15860.45
19946,2015,4,5,48,1253,0,12,3978,10957,55,3,4,25,1604,4.0,1.0,1,15860.45
19947,2015,4,5,48,10047,8,9,3945,7616,55,1,9,25,1604,9.0,0.0,1,15860.45
19948,2015,4,5,63,1898,2,13,1325,7271,71,3,2,17,4535,0.0,1.0,1,15860.45
19949,2015,4,5,63,1898,2,13,6570,868,71,3,2,24,1604,0.0,1.0,1,15860.45
19950,2015,4,6,63,1898,2,2,1190,5204,71,3,2,17,4535,0.0,0.0,1,15860.45
19951,2015,4,6,81,5691,0,13,1238,6632,92,3,4,25,1604,14.0,0.0,1,15860.45
19952,2015,4,6,68,6502,2,5,7257,10957,53,3,2,10,1661,0.0,2.0,1,15860.45
19953,2015,4,6,86,9503,6,9,5869,4505,100,4,4,25,1604,0.0,0.0,1,22180.66
