,iyear,imonth,iday,country_txt,city,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nwound,propextent_txt,ransomamt
6785,2013,10,13,106,10785,6,10,3913,6930,53,1,4,25,1604,1.0,0.0,1,15860.45
6786,2013,10,13,81,1422,2,13,1037,10582,92,4,2,27,1604,14.0,0.0,1,15860.45
6787,2013,10,13,81,4714,8,13,3577,10582,92,4,9,25,1604,13.0,0.0,1,15860.45
6788,2013,10,13,81,9887,8,13,5978,10582,92,4,9,25,1604,13.0,0.0,1,15860.45
6789,2013,10,13,0,11747,2,12,113,10952,0,2,2,10,1604,4.0,0.0,1,15860.45
6790,2013,10,12,0,4441,8,12,160,8205,0,2,9,25,1604,11.0,6.0,1,15860.45
6791,2013,10,12,0,4441,8,12,160,8205,0,2,9,25,1604,10.0,6.0,1,15860.45
6792,2013,10,13,33,141,2,13,5547,8869,37,0,2,22,1604,2.0,0.0,1,15860.45
6793,2013,10,13,0,1268,2,9,5528,1048,53,2,2,17,5223,0.0,0.0,1,15860.45
6794,2013,10,13,0,12514,2,13,5547,2402,0,2,2,27,1108,2.0,0.0,1,15860.45
6795,2013,10,13,24,12514,2,18,1422,2646,25,4,2,24,1604,0.0,0.0,1,15860.45
6796,2013,10,13,0,7230,2,13,5547,2402,0,2,2,27,1106,0.0,5.0,1,15860.45
6797,2013,10,13,0,956,2,9,5528,1097,53,2,2,17,4477,2.0,5.0,1,15860.45
6798,2013,10,13,97,8390,0,9,6659,9799,114,0,4,25,1604,1.0,0.0,1,15860.45
6799,2013,10,14,75,12930,2,17,5547,10578,137,4,2,13,869,0.0,1.0,1,15860.45
6800,2013,10,14,75,12930,2,2,7436,9178,86,4,2,24,1604,0.0,0.0,1,15860.45
6801,2013,10,14,75,7814,2,2,7297,9178,86,4,2,24,1604,0.0,0.0,1,15860.45
6802,2013,10,14,45,12451,2,9,840,9227,51,4,2,24,1604,0.0,0.0,1,15860.45
6803,2013,10,14,45,10914,8,13,5547,2402,51,4,9,25,1604,0.0,0.0,1,15860.45
6804,2013,10,14,45,2079,6,13,1875,10767,51,4,4,1,2106,0.0,1.0,1,83610.0
6805,2013,10,14,86,2487,3,2,964,9251,100,4,6,8,1604,0.0,0.0,1,15860.45
6806,2013,10,15,0,9879,1,6,2987,8594,0,4,2,24,3202,1.0,15.0,1,15860.45
6807,2013,10,15,75,10487,2,2,6578,5651,86,4,2,13,773,0.0,0.0,1,15860.45
6808,2013,10,15,75,10487,2,14,6676,7897,86,4,2,13,773,0.0,0.0,1,15860.45
6809,2013,10,15,82,4950,2,12,1022,10957,96,4,2,6,1604,0.0,12.0,1,15860.45
6810,2013,10,15,0,9586,2,13,7297,6632,0,2,2,18,1604,0.0,8.0,1,15860.45
6811,2013,10,15,24,12578,0,18,6114,8643,25,4,4,25,1604,1.0,5.0,1,15860.45
6812,2013,10,15,86,11241,6,13,5547,1394,100,4,4,25,1604,1.0,0.0,1,15860.45
6813,2013,10,15,123,7124,0,9,5102,9408,144,4,4,25,1604,3.0,5.0,1,15860.45
6814,2013,10,15,123,4350,0,12,7520,7524,144,4,4,25,1604,1.0,0.0,1,15860.45
6815,2013,10,15,82,6176,6,14,7297,8340,96,4,4,25,1604,1.0,0.0,1,15860.45
6816,2013,10,16,82,6885,1,6,5732,8607,96,4,2,22,1604,9.0,31.0,1,15860.45
6817,2013,10,16,112,4340,0,12,7130,8205,129,4,4,25,1604,0.0,0.0,1,15860.45
6818,2013,10,16,112,4340,8,9,7129,1215,129,4,9,25,1604,0.0,0.0,1,15860.45
6819,2013,10,16,112,4340,0,9,7129,1215,129,4,4,25,1604,0.0,0.0,1,15860.45
6820,2013,10,16,0,5850,0,12,160,8291,0,2,2,17,4535,1.0,3.0,1,15860.45
6821,2013,10,15,0,7167,6,12,152,7616,0,2,9,25,1604,1.0,0.0,1,15860.45
6822,2013,10,16,82,1075,2,9,2201,1435,96,4,2,17,1715,0.0,0.0,1,15860.45
6823,2013,10,16,97,8390,8,9,6659,9799,114,0,9,25,1604,1.0,0.0,1,15860.45
6824,2013,10,17,75,8794,2,13,5547,2402,86,4,2,24,412,1.0,2.0,1,15860.45
6825,2013,10,17,45,4080,2,12,3880,7983,51,4,2,10,1652,3.0,0.0,1,15860.45
6826,2013,10,17,45,9604,2,6,2483,5558,51,4,2,10,1673,7.0,0.0,1,15860.45
6827,2013,10,17,112,4541,0,12,7130,10957,129,4,4,1,4640,2.0,1.0,1,15860.45
6828,2013,10,17,24,865,6,20,1962,1529,25,4,4,25,1604,0.0,0.0,1,15860.45
6829,2013,10,17,106,3362,1,9,5096,7009,123,4,4,19,1802,1.0,0.0,1,15860.45
6830,2013,10,17,123,99,0,9,7507,1813,144,4,4,25,1604,1.0,2.0,1,15860.45
6831,2013,10,17,123,1115,8,9,5102,1813,144,4,9,25,1604,0.0,3.0,1,15860.45
6832,2013,10,17,123,12514,8,9,7507,9408,144,4,9,25,1604,8.0,21.0,1,15860.45
6833,2013,10,17,123,10115,8,9,5102,186,144,4,9,25,1604,0.0,3.0,1,15860.45
6834,2013,10,17,123,12514,0,12,7520,8285,144,4,4,25,1604,1.0,0.0,1,15860.45
6835,2013,10,17,122,10164,7,9,4022,1097,143,4,10,25,2024,1.0,1.0,2,15860.45
6836,2013,10,17,97,8247,2,9,6659,1097,114,0,2,6,1604,1.0,0.0,1,15860.45
6837,2013,10,17,97,5444,2,9,6659,1097,114,0,2,6,1604,1.0,0.0,1,15860.45
6838,2013,10,17,56,5159,0,2,3802,1971,63,0,4,1,2155,0.0,6.0,1,15860.45
6839,2013,10,17,74,4527,0,9,5187,7983,84,4,4,25,1604,9.0,0.0,1,15860.45
6840,2013,10,18,24,12514,6,12,5357,7405,25,4,9,25,1604,0.0,0.0,1,15860.45
6841,2013,10,17,86,1266,8,13,7297,1480,100,4,9,25,1604,0.0,0.0,2,15860.45
6842,2013,10,17,86,6860,8,13,7297,1480,100,4,9,25,1604,0.0,0.0,2,15860.45
6843,2013,10,17,97,8247,2,12,6665,8205,114,0,2,6,1604,0.0,1.0,1,15860.45
6844,2013,10,18,0,5665,2,9,5528,3118,53,2,2,27,1883,3.0,4.0,1,15860.45
6845,2013,10,18,123,219,2,9,7507,19,144,4,2,27,1882,8.0,7.0,2,15860.45
6846,2013,10,18,27,4492,0,5,7261,5145,53,4,4,25,1604,0.0,0.0,2,15860.45
6847,2013,10,18,117,7451,2,3,1434,9337,94,4,2,24,1604,0.0,0.0,1,15860.45
6848,2013,10,18,117,1881,3,2,923,10005,94,4,5,12,619,0.0,0.0,2,15860.45
6849,2013,10,18,24,12514,6,12,5357,7405,25,4,4,25,1604,0.0,0.0,1,15860.45
6850,2013,10,18,0,9510,2,9,5528,2651,53,4,2,27,1899,1.0,0.0,1,15860.45
6851,2013,10,19,97,1876,2,9,183,9799,53,0,2,22,1852,16.0,33.0,2,15860.45
6852,2013,10,19,123,4350,1,6,5913,3378,144,4,4,25,1604,2.0,0.0,1,15860.45
6853,2013,10,19,106,8566,2,9,6863,1813,123,4,2,27,1885,17.0,15.0,1,15860.45
6854,2013,10,19,31,5282,2,9,5597,1325,34,4,2,27,505,0.0,6.0,1,15860.45
6855,2013,10,19,31,5282,2,13,7297,3795,34,4,2,27,430,0.0,0.0,1,15860.45
6856,2013,10,19,110,5096,2,9,6991,7983,127,4,2,13,116,2.0,4.0,1,15860.45
6857,2013,10,19,110,5096,2,12,6225,8185,127,4,2,24,443,0.0,7.0,1,15860.45
6858,2013,10,19,0,3243,6,12,122,7616,0,2,4,25,1604,2.0,0.0,1,15860.45
6859,2013,10,19,123,12514,2,2,7297,7828,144,4,2,17,4835,0.0,5.0,1,15860.45
6860,2013,10,19,0,4227,2,13,5547,10634,0,2,2,27,2864,0.0,9.0,1,15860.45
6861,2013,10,20,106,4793,2,9,6863,1813,123,4,2,27,2032,31.0,24.0,1,15860.45
6862,2013,10,20,100,12514,6,13,5547,677,117,4,2,17,4700,27.0,29.0,1,15860.45
6863,2013,10,20,100,7477,6,13,4819,11399,117,4,2,17,4700,26.0,29.0,1,15860.45
6864,2013,10,20,100,9425,6,13,5547,7899,117,4,2,17,4700,26.0,29.0,1,15860.45
6865,2013,10,20,45,5606,3,2,7297,9214,51,4,4,25,4667,0.0,0.0,1,15860.45
6866,2013,10,20,31,2489,0,13,5547,11662,34,4,4,25,1604,4.0,17.0,1,15860.45
6867,2013,10,20,81,7358,0,13,5547,2402,92,4,4,1,4594,19.0,0.0,1,15860.45
6868,2013,10,20,0,8729,2,9,5528,10920,53,2,2,22,2861,2.0,0.0,1,15860.45
6869,2013,10,20,0,11472,0,12,113,9451,0,2,4,25,1604,12.0,0.0,1,15860.45
6870,2013,10,20,0,7957,0,13,5547,10780,0,2,4,25,1604,1.0,0.0,1,15860.45
6871,2013,10,21,82,8872,2,18,5714,5845,96,4,2,24,447,6.0,18.0,2,15860.45
6872,2013,10,21,86,12370,2,9,5852,287,100,4,2,10,1643,8.0,1.0,2,15860.45
6873,2013,10,21,86,7438,2,9,5852,372,100,4,2,10,1661,1.0,4.0,2,15860.45
6874,2013,10,21,48,3959,5,12,3978,2732,55,1,2,22,5945,4.0,4.0,1,15860.45
6875,2013,10,21,0,3730,2,12,160,10957,0,2,2,18,1259,2.0,4.0,1,15860.45
6876,2013,10,21,0,4369,2,9,150,1097,0,2,2,17,3376,2.0,8.0,1,15860.45
6877,2013,10,21,0,1343,2,9,150,10957,0,2,2,24,1604,6.0,0.0,2,15860.45
6878,2013,10,21,81,6153,0,16,1592,6930,92,4,2,17,4835,5.0,0.0,1,15860.45
6879,2013,10,21,81,6705,0,16,1592,6930,92,4,2,17,4832,5.0,0.0,1,15860.45
6880,2013,10,21,48,7815,2,12,3978,8205,55,1,2,27,1604,1.0,0.0,1,15860.45
6881,2013,10,21,123,1032,8,9,5102,1813,144,4,9,25,1604,0.0,0.0,1,15860.45
6882,2013,10,21,86,3287,2,9,5852,333,100,4,2,17,234,0.0,3.0,1,15860.45
6883,2013,10,21,97,8390,0,9,6659,9707,114,0,4,7,4811,1.0,0.0,1,15860.45
6884,2013,10,21,10,2135,0,12,1070,10103,10,4,5,12,5661,0.0,0.0,1,15860.45
6885,2013,10,21,10,2135,0,12,1070,571,10,4,5,12,5661,0.0,0.0,1,15860.45
6886,2013,10,22,117,7374,2,12,5904,7996,94,4,2,13,1176,0.0,0.0,1,15860.45
6887,2013,10,22,24,12514,2,20,1422,2635,25,4,2,24,427,0.0,0.0,2,15860.45
6888,2013,10,22,81,4506,0,13,2374,11399,92,4,2,24,4721,18.0,12.0,1,15860.45
6889,2013,10,22,81,12785,2,2,7402,4146,92,4,2,24,1604,0.0,30.0,2,15860.45
6890,2013,10,22,86,9608,6,2,6603,5026,100,4,4,25,1604,0.0,0.0,1,15860.45
6891,2013,10,22,74,7981,0,12,5193,8205,84,4,4,25,1604,0.0,0.0,1,15860.45
6892,2013,10,21,86,855,6,2,7297,8120,100,4,4,25,1604,1.0,0.0,1,15860.45
6893,2013,10,22,0,13150,0,12,160,8205,0,2,4,25,1604,3.0,0.0,1,15860.45
6894,2013,10,22,0,12514,0,12,160,8205,0,2,4,25,1604,9.0,0.0,2,15860.45
6895,2013,10,22,10,2135,0,12,1070,1185,10,4,5,12,5661,0.0,3.0,1,15860.45
6896,2013,10,23,68,12073,2,5,7257,8029,53,4,2,27,1887,7.0,6.0,1,15860.45
6897,2013,10,23,76,10237,0,21,7222,7947,87,4,5,5,4268,0.0,1.0,1,15860.45
6898,2013,10,23,0,12514,6,6,147,3988,0,2,4,25,1604,1.0,0.0,1,15860.45
6899,2013,10,23,0,1255,0,12,160,1821,0,2,2,17,1713,5.0,10.0,1,15860.45
6900,2013,10,23,81,12514,6,8,1967,1409,137,4,4,25,1604,0.0,0.0,1,-99.0
6901,2013,10,23,0,4990,2,6,2811,7359,0,2,2,17,4451,2.0,3.0,1,15860.45
6902,2013,10,23,76,6077,1,21,7222,1493,87,4,5,0,1604,0.0,0.0,1,15860.45
6903,2013,10,23,27,1900,6,6,3433,1748,30,4,9,25,1604,1.0,0.0,1,15860.45
6904,2013,10,23,84,5057,2,12,5770,7983,98,4,2,13,5812,1.0,2.0,1,15860.45
6905,2013,10,23,84,5057,6,2,7297,8731,98,4,4,25,1604,0.0,0.0,1,15860.45
6906,2013,10,23,112,11261,8,9,7129,9430,129,4,9,25,1604,8.0,0.0,1,15860.45
6907,2013,10,23,48,81,2,9,3944,9799,55,1,2,24,1604,0.0,0.0,1,15860.45
6908,2013,10,24,0,8464,0,12,122,9447,0,2,4,25,1604,6.0,5.0,1,15860.45
6909,2013,10,24,86,10452,0,9,5852,188,100,4,4,1,4680,1.0,1.0,1,15860.45
6910,2013,10,24,86,10452,6,13,7297,1525,100,4,4,1,4680,0.0,0.0,1,15860.45
6911,2013,10,24,0,5464,2,19,7297,10933,55,2,2,24,1583,4.0,0.0,1,15860.45
6912,2013,10,24,81,3121,0,9,5479,306,92,4,2,17,5927,21.0,0.0,2,15860.45
6913,2013,10,24,81,3121,0,12,5470,870,92,4,2,17,4628,21.0,0.0,1,15860.45
6914,2013,10,24,81,3121,0,12,5470,1325,92,4,2,17,4632,21.0,0.0,1,15860.45
6915,2013,10,24,81,3121,0,12,5494,1097,92,4,2,17,4633,21.0,0.0,1,15860.45
6916,2013,10,24,81,3121,0,12,5470,1406,92,4,2,17,4633,21.0,0.0,1,15860.45
6917,2013,10,24,81,3121,0,2,2299,5204,92,4,2,17,4633,20.0,0.0,1,15860.45
6918,2013,10,24,123,10662,1,6,5913,5716,144,4,4,25,1604,1.0,0.0,1,15860.45
6919,2013,10,24,0,3302,0,9,150,9799,0,2,4,25,1604,2.0,0.0,1,15860.45
6920,2013,10,24,45,5545,1,6,3049,9327,51,4,4,25,1604,1.0,0.0,1,15860.45
6921,2013,10,23,97,2592,8,9,6638,9799,114,0,9,25,1604,5.0,0.0,1,15860.45
6922,2013,10,25,106,11591,2,14,5660,7124,123,4,2,27,505,40.0,24.0,1,15860.45
6923,2013,10,25,47,10787,0,12,3934,1208,54,4,4,1,4640,14.0,6.0,1,15860.45
6924,2013,10,25,117,7762,2,12,5904,8189,94,4,2,11,2569,0.0,0.0,1,15860.45
6925,2013,10,25,117,7338,2,12,5904,9502,94,4,2,11,1604,0.0,0.0,1,15860.45
6926,2013,10,25,45,1975,0,13,5547,1386,51,4,4,25,1604,1.0,0.0,1,15860.45
6927,2013,10,25,76,8218,8,21,7222,1470,87,4,9,25,1604,0.0,1.0,1,15860.45
6928,2013,10,25,76,11339,2,21,7222,7353,87,4,2,13,5936,0.0,0.0,1,15860.45
6929,2013,10,25,76,11339,2,21,7222,1461,87,4,2,24,455,0.0,0.0,1,15860.45
6930,2013,10,25,76,3158,8,21,1629,1470,87,4,9,25,1604,0.0,0.0,1,15860.45
6931,2013,10,25,45,4248,6,13,5547,2402,51,4,9,25,1604,1.0,0.0,1,15860.45
6932,2013,10,25,81,5691,0,12,5470,1813,92,4,4,25,1604,1.0,2.0,1,15860.45
6933,2013,10,25,97,8390,2,9,6638,4915,114,0,2,6,1604,2.0,0.0,1,15860.45
6934,2013,10,14,81,9252,6,6,3132,9675,92,4,4,25,1604,0.0,0.0,1,3029020.0
6935,2013,10,26,0,6647,6,10,3612,3430,53,2,4,25,1604,0.0,0.0,1,15860.45
6936,2013,10,26,0,4357,2,6,2768,2877,0,2,2,17,5060,0.0,0.0,1,15860.45
6937,2013,10,26,74,8685,0,18,7297,1346,84,4,4,25,1604,1.0,10.0,1,15860.45
6938,2013,10,26,0,3414,0,12,160,883,0,2,4,25,1604,2.0,1.0,2,15860.45
6939,2013,10,26,97,12514,8,9,6659,1813,114,0,9,25,1604,1.0,0.0,1,15860.45
6940,2013,10,27,81,1575,0,9,5479,1813,92,4,2,17,4915,4.0,0.0,1,15860.45
6941,2013,10,26,97,2447,6,13,5547,7237,114,0,9,25,1604,1.0,0.0,1,15860.45
6942,2013,10,27,45,9612,2,18,5793,10653,51,4,2,13,573,1.0,0.0,1,15860.45
6943,2013,10,27,45,9612,2,13,5547,9936,51,4,2,13,573,1.0,14.0,1,15860.45
6944,2013,10,27,45,9612,2,21,1207,8723,51,4,2,13,573,1.0,14.0,1,15860.45
6945,2013,10,27,45,9612,2,21,1207,8723,51,4,2,13,573,1.0,14.0,1,15860.45
6946,2013,10,27,45,9612,2,21,1207,8723,51,4,2,13,573,1.0,13.0,1,15860.45
6947,2013,10,27,45,9612,2,21,1207,8723,51,4,2,13,573,1.0,13.0,1,15860.45
6948,2013,10,27,45,9612,2,21,1207,8723,51,4,2,13,573,1.0,13.0,1,15860.45
6949,2013,10,27,0,4724,2,13,5547,2006,0,2,2,24,1604,18.0,5.0,1,15860.45
6950,2013,10,27,45,12544,2,13,7297,6632,51,4,2,18,3850,0.0,0.0,1,15860.45
6951,2013,10,27,82,5961,0,9,5715,7983,96,4,4,1,4593,1.0,0.0,1,15860.45
6952,2013,10,27,0,5665,2,9,150,1346,0,2,2,10,1604,1.0,5.0,1,15860.45
6953,2013,10,27,0,9944,3,6,3851,11589,0,2,4,25,4160,0.0,0.0,1,15860.45
6954,2013,10,28,76,3442,3,21,5420,1512,87,4,5,5,4034,0.0,0.0,1,15860.45
6955,2013,10,28,76,6107,3,21,1629,1515,87,4,5,0,1604,0.0,0.0,1,15860.45
6956,2013,10,28,76,8967,3,21,5420,8377,87,4,5,0,1604,0.0,0.0,1,15860.45
6957,2013,10,28,76,5190,8,21,7222,1517,87,4,9,25,1604,0.0,3.0,1,15860.45
6958,2013,10,28,86,8098,0,6,1620,1175,100,4,4,25,1604,0.0,0.0,1,15860.45
6959,2013,10,28,23,1838,0,13,7024,9955,24,4,5,5,326,5.0,40.0,1,15860.45
6960,2013,10,26,123,13174,2,13,7297,6632,144,4,2,24,5996,0.0,0.0,1,15860.45
6961,2013,10,28,0,3207,0,12,160,8285,0,2,4,25,1604,5.0,2.0,1,15860.45
6962,2013,10,28,113,2937,0,9,7143,9707,130,4,6,9,1604,0.0,1.0,1,15860.45
6963,2013,10,28,117,7374,2,6,3138,9403,94,4,2,11,1604,0.0,0.0,1,15860.45
6964,2013,10,29,117,1881,2,6,2782,9382,43,4,2,11,983,0.0,0.0,1,15860.45
6965,2013,10,29,45,9612,2,21,1207,8723,51,4,2,24,1604,0.0,0.0,1,15860.45
6966,2013,10,29,45,9612,2,21,1207,8723,51,4,2,23,453,0.0,0.0,1,15860.45
6967,2013,10,29,45,9612,2,12,3880,5123,51,4,2,23,454,0.0,0.0,1,15860.45
6968,2013,10,29,27,7410,0,9,1642,2737,30,4,4,25,5998,6.0,9.0,1,15860.45
6969,2013,10,29,27,7410,0,9,1642,794,30,4,4,25,1604,4.0,0.0,1,15860.45
6970,2013,10,29,0,6642,2,9,150,3056,0,2,2,24,1563,3.0,0.0,2,15860.45
6971,2013,10,29,97,3462,2,9,183,9658,53,0,2,17,5177,1.0,0.0,1,15860.45
6972,2013,10,29,74,8686,3,13,5547,11359,84,4,9,25,1604,1.0,4.0,1,15860.45
6973,2013,10,29,74,10213,6,13,5547,4312,84,4,4,25,1604,1.0,0.0,1,15860.45
6974,2013,10,29,97,6583,8,9,183,5876,53,0,9,25,1604,4.0,0.0,1,15860.45
6975,2013,10,30,112,11456,2,13,5547,9905,129,4,2,22,1851,1.0,0.0,1,15860.45
6976,2013,10,30,112,8424,2,13,5547,10560,129,4,2,22,1863,0.0,0.0,1,15860.45
6977,2013,10,30,86,7294,3,2,5053,8084,100,4,5,0,4685,0.0,0.0,1,15860.45
6978,2013,10,30,76,11849,3,21,5420,11385,87,4,5,12,4701,0.0,0.0,1,15860.45
6979,2013,10,30,123,10418,2,14,5023,9293,144,4,2,17,4611,4.0,14.0,1,15860.45
6980,2013,10,30,123,144,0,6,5371,7257,144,4,2,17,5969,0.0,2.0,1,15860.45
6981,2013,10,30,0,3147,0,12,160,7405,0,2,4,25,1604,1.0,1.0,1,15860.45
6982,2013,10,30,68,4181,2,1,2249,672,78,4,2,17,4826,0.0,0.0,1,15860.45
6983,2013,10,30,45,1949,0,9,3860,90,51,4,4,25,1604,1.0,2.0,1,15860.45
6984,2013,10,30,0,11170,0,12,122,3056,0,2,4,25,1604,5.0,1.0,1,15860.45
6985,2013,10,30,0,9747,8,12,122,1813,0,2,9,25,1604,2.0,5.0,1,15860.45
6986,2013,10,30,0,5888,2,6,2423,7783,0,2,2,22,818,0.0,0.0,1,15860.45
6987,2013,10,30,97,8390,2,2,7297,9224,130,0,2,6,764,1.0,0.0,1,15860.45
6988,2013,10,30,74,8686,3,9,5187,3056,84,4,5,0,1604,0.0,5.0,2,15860.45
6989,2013,10,30,0,4331,2,13,5547,5214,0,2,2,17,4696,4.0,1.0,1,15860.45
6990,2013,10,30,76,3062,8,21,7222,1525,87,4,9,25,1604,0.0,0.0,1,15860.45
6991,2013,10,31,48,12419,2,13,7297,6637,55,1,2,27,5682,3.0,17.0,1,15860.45
6992,2013,10,31,48,12419,2,13,7297,6637,55,1,2,22,1864,4.0,16.0,1,15860.45
6993,2013,10,31,45,11545,0,12,3880,7983,51,4,4,1,4613,2.0,0.0,1,15860.45
6994,2013,10,31,123,219,0,9,7507,18,144,4,4,25,1604,3.0,3.0,1,15860.45
6995,2013,10,31,123,12514,0,9,5102,1813,144,4,4,25,1604,0.0,0.0,1,15860.45
6996,2013,10,31,0,6642,0,9,150,3056,0,2,4,25,1604,5.0,12.0,2,15860.45
6997,2013,10,31,97,6583,1,6,3342,8366,114,0,2,17,4535,0.0,0.0,1,15860.45
6998,2013,10,31,122,6278,2,9,4022,1813,143,4,2,24,1604,2.0,6.0,1,15860.45
6999,2013,10,31,81,1422,0,2,7297,9638,92,4,4,25,3767,27.0,12.0,2,15860.45
7000,2013,11,1,82,7501,0,13,5547,5046,96,4,4,1,3419,6.0,1.0,1,15860.45
7001,2013,11,1,82,8037,0,9,5696,10145,96,4,4,25,1604,0.0,0.0,2,15860.45
7002,2013,11,1,39,1036,0,21,2357,7336,44,4,4,1,376,2.0,1.0,1,15860.45
7003,2013,11,1,76,2054,2,21,7222,6313,87,4,2,24,5984,0.0,0.0,1,15860.45
7004,2013,11,1,0,1671,2,9,150,1813,0,2,2,22,5957,6.0,3.0,1,15860.45
7005,2013,11,1,82,5961,0,2,7297,5792,96,4,4,25,1604,2.0,3.0,1,15860.45
7006,2013,11,1,118,7385,0,1,4774,10526,137,4,4,1,4,1.0,4.0,1,15860.45
7007,2013,11,2,68,6502,6,7,6055,6049,39,4,6,9,1604,2.0,0.0,1,15860.45
7008,2013,11,2,81,4715,0,13,5547,11657,92,4,4,25,1604,30.0,0.0,2,15860.45
7009,2013,11,2,81,4646,8,18,7297,1346,92,4,9,25,1604,13.0,0.0,1,15860.45
7010,2013,11,2,86,11768,2,9,5852,7983,100,4,2,24,3197,0.0,6.0,1,15860.45
7011,2013,11,2,45,10519,0,13,7297,6632,51,4,4,25,1604,3.0,2.0,1,15860.45
7012,2013,11,2,45,4052,2,12,4170,7983,51,4,2,24,1604,1.0,1.0,1,15860.45
7013,2013,11,2,110,1579,0,6,2543,4669,127,4,4,25,1604,1.0,0.0,1,15860.45
7014,2013,11,2,123,425,0,9,5102,1249,144,4,4,25,1604,4.0,2.0,1,15860.45
7015,2013,11,4,74,8685,0,13,5547,1669,84,4,4,25,6003,0.0,2.0,1,15860.45
7016,2013,11,4,74,8685,0,9,5187,4099,84,4,4,25,6003,0.0,3.0,2,15860.45
7017,2013,11,3,86,4295,2,2,5843,4798,100,4,2,18,1387,0.0,0.0,1,15860.45
7018,2013,11,3,123,144,2,9,5102,7405,144,4,2,27,1604,0.0,1.0,1,15860.45
7019,2013,11,3,0,2132,2,12,160,7616,0,2,2,17,3380,0.0,5.0,1,15860.45
7020,2013,11,3,45,12399,2,12,3880,8038,51,4,2,24,5393,0.0,0.0,1,15860.45
7021,2013,11,3,90,10525,7,13,4644,8715,105,4,6,2,4030,0.0,2.0,1,15860.45
7022,2013,11,4,24,8258,2,12,5357,8285,25,4,2,24,1604,1.0,0.0,1,15860.45
7023,2013,11,4,24,12282,0,12,5357,8205,25,4,4,19,4875,0.0,0.0,1,15860.45
7024,2013,11,4,24,12281,0,9,5288,8285,25,4,4,19,4875,0.0,0.0,1,15860.45
7025,2013,11,4,106,3120,1,9,3938,2801,54,4,9,25,1604,1.0,0.0,1,15860.45
7026,2013,11,4,123,936,2,20,7297,7814,144,4,2,24,1604,0.0,0.0,2,15860.45
7027,2013,11,4,0,6284,2,13,5547,2005,0,2,2,10,916,1.0,0.0,1,15860.45
7028,2013,11,4,0,12391,2,13,5547,4967,0,2,2,10,916,0.0,0.0,1,15860.45
7029,2013,11,4,0,4338,0,6,1476,3685,0,2,4,25,1604,1.0,0.0,1,15860.45
7030,2013,11,4,0,1758,0,13,5547,10957,0,2,4,25,1604,1.0,1.0,1,15860.45
7031,2013,11,3,45,4290,0,13,5547,6986,51,4,4,1,3441,7.0,9.0,1,15860.45
7032,2013,11,4,82,5961,0,13,5547,9571,96,4,4,25,1604,1.0,0.0,1,15860.45
7033,2013,11,4,82,5961,0,13,5547,9572,96,4,4,25,1604,1.0,0.0,1,15860.45
7034,2013,11,4,82,5961,0,13,5547,9590,96,4,4,25,1604,2.0,3.0,1,15860.45
7035,2013,11,4,82,5961,0,13,5547,9569,96,4,4,25,1604,1.0,0.0,1,15860.45
7036,2013,11,4,86,8445,3,3,1112,1325,100,4,5,0,1604,0.0,0.0,1,15860.45
7037,2013,11,4,97,6583,8,9,183,1097,53,0,9,25,1604,1.0,0.0,1,15860.45
7038,2013,11,4,68,12514,2,18,7297,8646,78,4,2,10,1673,4.0,8.0,1,15860.45
7039,2013,11,4,45,7238,2,9,3859,8038,51,4,2,10,5604,0.0,0.0,1,15860.45
7040,2013,11,4,27,2356,2,13,7297,6632,30,4,2,17,3387,4.0,10.0,1,15860.45
7041,2013,11,4,123,425,0,9,5102,1250,144,4,2,17,4835,1.0,0.0,1,15860.45
7042,2013,11,5,86,9608,6,2,5996,10485,100,4,4,25,1604,1.0,0.0,1,15860.45
7043,2013,11,5,0,11412,2,12,113,4729,0,2,2,27,3123,1.0,0.0,1,15860.45
7044,2013,11,5,82,5135,2,18,5714,8710,96,4,2,13,990,0.0,0.0,1,15860.45
7045,2013,11,5,45,4241,0,12,3880,8459,51,4,2,6,1604,5.0,0.0,1,15860.45
7046,2013,11,5,48,3959,2,9,3945,7983,55,1,2,24,1604,1.0,2.0,1,15860.45
7047,2013,11,5,48,8483,2,12,3978,7983,55,1,2,24,1604,3.0,0.0,1,15860.45
7048,2013,11,5,48,6559,2,7,7157,1325,55,1,2,27,1604,0.0,5.0,1,15860.45
7049,2013,11,5,48,524,2,12,3978,7983,55,1,2,24,1604,1.0,4.0,1,15860.45
7050,2013,11,5,48,1594,0,9,3945,7405,55,1,4,25,1604,1.0,0.0,1,15860.45
7051,2013,11,5,117,3004,0,13,5547,2005,94,4,4,7,753,0.0,1.0,1,15860.45
7052,2013,11,5,74,2565,0,9,5187,10131,84,4,4,25,1604,8.0,18.0,1,15860.45
7053,2013,11,5,74,8685,0,13,5547,2402,84,4,4,25,1604,1.0,3.0,1,15860.45
7054,2013,11,6,24,12163,2,12,5357,8205,25,4,2,24,4875,0.0,0.0,1,15860.45
7055,2013,11,6,0,12514,8,12,160,9430,0,2,9,25,1604,3.0,0.0,1,15860.45
7056,2013,11,6,47,13030,0,6,3486,8638,54,4,4,25,1604,2.0,0.0,1,15860.45
7057,2013,11,6,106,11633,2,6,229,5123,123,4,2,27,3123,9.0,41.0,2,15860.45
7058,2013,11,6,45,6445,8,21,1207,542,51,4,9,25,1604,2.0,0.0,1,15860.45
